54;1013;235843
56;1315;251855
58;850;268558
60;896;335571
48;723;670551
50;706;670842
52;1070;695856
54;6532;751847
56;1060;776908
58;850;804561
60;846;820978
48;723;151848
50;963;163856
52;1045;206563
54;1833;231886
56;1034;255879
58;850;273558
60;846;319989
48;723;643854
50;938;675555
52;1045;691857
54;1809;714985
56;1034;742555
58;850;757120
60;795;809581
48;748;143558
50;886;159858
52;1020;191877
54;885;210562
56;1059;239886
58;850;255854
60;770;303855
48;1378;635839
50;886;679555
52;995;679790
54;833;707765
56;1008;731883
58;876;746560
60;720;814840
48;899;148569
50;809;153030
52;945;162143
54;756;192850
56;957;218538
58;850;228852
60;695;292972
48;496;618673
50;784;645786
52;920;655338
54;473;684228
56;932;709419
58;850;724169
60;695;782938
48;1303;119891
50;758;143888
52;920;151854
54;5787;211852
56;932;239887
58;876;255842
60;695;287612
48;1278;621555
50;732;621865
52;895;651839
54;448;688556
56;932;688778
58;876;715318
60;695;783847
48;1278;107920
50;758;123861
52;895;157557
54;447;175883
56;932;199885
58;876;215841
60;695;267858
48;1253;591850
50;706;626557
52;870;639857
54;1629;671883
56;881;687854
58;1305;711851
60;695;767849
48;1227;95565
50;655;115888
52;594;131853
54;679;162562
56;702;173129
58;1305;199840
60;695;251862
48;1227;583837
50;655;595961
52;870;630561
54;1603;645130
56;702;679840
58;1330;697555
60;720;751848
48;1227;99555
50;655;99895
52;844;123877
54;679;139853
56;676;166557
58;1330;183841
60;695;240962
48;1227;568575
50;629;584850
52;844;604895
54;653;634562
56;676;652836
58;1304;672648
60;695;733373
48;1202;59845
50;629;75855
52;844;99855
54;1577;131840
56;676;147854
58;1305;179839
60;695;238579
48;1202;573567
50;603;574901
52;819;594253
54;337;612837
56;702;640572
58;1330;664846
60;670;721957
48;1202;41561
50;629;75931
52;819;108563
54;337;108822
56;727;131853
58;926;171437
60;670;215861
48;336;539849
50;603;577557
52;819;577791
54;337;599852
56;958;623855
58;926;644558
60;671;721841
48;311;46558
50;603;63881
52;819;73402
54;312;87908
56;702;116870
58;926;147838
60;695;198337
48;311;531881
50;603;547854
52;819;582555
54;312;582788
56;803;607870
58;926;631857
60;670;695892
48;1202;22292
50;603;51564
52;819;71887
54;312;81392
56;702;99853
58;952;131845
60;670;185576
48;1101;529827
50;578;536808
52;794;557090
54;627;580170
56;600;599840
58;1306;623039
60;770;692256
48;1127;18656
50;338;37225
52;694;47859
54;1218;86392
56;574;113124
58;901;128764
60;871;175975
48;672;495883
50;313;515886
52;618;535889
54;1192;559883
56;548;584610
58;876;611916
60;871;676223
48;672;993556
50;313;15840
52;618;27925
54;1192;64039
56;548;88682
58;901;103258
60;871;183840
48;647;495876
50;313;511854
52;594;528558
54;1192;555841
56;549;571854
58;876;595566
60;1148;675843
48;647;997555
50;312;997841
52;569;23848
54;1090;43844
56;599;64561
58;876;87853
60;2026;162219
48;1151;483853
50;1118;533561
52;544;533847
54;679;559880
56;311;569394
58;724;599840
60;1700;661049
48;1127;2554
50;1118;2847
52;284;35853
54;4426;69560
56;1187;89095
58;622;115840
60;1700;143912
48;1984;471555
50;680;499839
52;1196;523885
54;4322;567872
56;702;575926
58;573;605559
60;3710;673847
48;1857;6563
50;3278;13105
52;1071;43854
54;2628;73560
56;650;91857
58;311;115850
60;4688;207846
48;2085;535857
50;1169;559855
52;644;592152
54;4400;615865
56;676;662733
58;336;663042
60;2981;740716
48;2059;66946
50;2018;97276
52;594;108412
54;1936;145311
56;1034;162754
58;1204;198534
60;3359;225173
48;2916;570294
50;1967;595956
52;569;623841
54;2886;676212
56;982;676866
58;1255;697756
60;971;779955
48;3572;103847
50;2455;131857
52;643;155860
54;1988;179854
56;982;215893
58;1078;227856
60;971;251905
48;4326;620864
50;1529;621144
52;946;647851
54;1936;682531
56;1928;703844
58;598;719858
60;971;763845
48;5234;103850
50;1941;123841
52;895;147840
54;1911;175902
56;1827;207884
58;573;221564
60;997;288563
48;4705;639840
50;1427;667850
52;3428;703852
54;1859;727856
56;1826;751864
58;573;783842
60;996;843844
48;4882;183850
50;1375;225580
52;2274;235913
54;1833;267860
56;1647;299880
58;598;315858
60;996;375873
48;4201;723849
50;1323;747850
52;1623;771867
54;4992;819853
56;1570;848772
58;1759;883067
60;996;935844
48;4150;272067
50;1246;282928
52;1597;304406
54;5169;359381
56;1493;398225
58;1305;409383
60;971;463958
48;4151;803856
50;1143;827456
52;1472;851684
54;4605;899854
56;1111;923854
58;775;955840
60;996;7858
48;4101;343855
50;1273;369594
52;1999;411843
54;4502;447839
56;1008;471840
58;901;495839
60;997;544939
48;3672;904585
50;963;915900
52;1397;951849
54;4835;995881
56;906;3855
58;926;27855
60;1021;105563
48;4100;440572
50;1041;460847
52;1297;480961
54;4759;523855
56;803;564773
58;2846;587957
60;1021;636116
48;3999;984824
50;809;11949
52;1070;23803
54;4682;68150
56;702;103842
58;3248;133243
60;1072;179969
48;4226;523846
50;886;539915
52;970;571846
54;4579;611854
56;625;635850
58;2819;667839
60;1097;727844
48;3924;63839
50;758;87841
52;594;103908
54;3809;155884
56;523;171840
58;2845;199854
60;1423;271852
48;3646;607849
50;655;655707
52;493;656160
54;4373;691474
56;446;705564
58;3273;748949
60;2981;823842
48;4654;186570
50;552;187959
52;393;204896
54;4168;253588
56;803;271504
58;2819;300837
60;3181;364851
48;4579;722570
50;475;744837
52;283;745072
54;4067;790766
56;421;811855
58;3425;847851
60;2704;923562
48;4503;251846
50;578;268219
52;209;291851
54;3989;327867
56;285;359838
58;3399;391563
60;3080;458565
48;4453;793560
50;475;815840
52;184;825358
54;3886;872900
56;210;896873
58;1026;928705
60;3180;992840
48;3898;329577
50;809;352837
52;334;376837
54;3783;409225
56;140;425715
58;1633;463576
60;2679;532840
48;3848;865571
50;261;885786
52;334;906529
54;3681;949410
56;141;977486
58;160;985390
60;3130;27924
48;3797;376850
50;237;400573
52;309;401886
54;4271;441006
56;141;467572
58;1001;508858
60;2904;576842
48;3772;912947
50;237;936680
52;309;952975
54;1116;970359
56;141;984952
58;185;13029
60;2478;60987
48;3621;405573
50;263;418140
52;309;444849
54;1090;472576
56;140;486118
58;185;500959
60;2478;554162
48;3594;896840
50;338;917367
52;309;941571
54;3708;980839
56;140;984857
58;185;8574
60;2479;57069
48;3747;410559
50;211;411876
52;309;421825
54;1089;451838
56;336;467854
58;4083;515906
60;2478;543562
48;2764;878558
50;261;893176
52;309;911852
54;3760;955838
56;421;979839
58;285;995857
60;2377;32947
48;2437;375838
50;1118;391910
52;393;414559
54;4373;451850
56;159;467907
58;141;487851
60;1901;523855
48;2412;855851
50;3279;899840
52;744;923844
54;3758;959844
56;1008;975853
58;141;4777
60;1826;71857
48;2437;403845
50;3278;431853
52;139;463840
54;3758;507926
56;2950;531884
58;141;559848
60;1801;619840
48;3143;954557
50;3279;979882
52;669;3522
54;3757;51841
56;1135;75885
58;141;88561
60;1725;155561
48;3695;490557
50;3278;531974
52;644;557574
54;3552;595853
56;3410;624562
58;141;643855
60;1826;703854
48;2966;47841
50;3278;71840
52;870;93556
54;3603;131842
56;1008;155840
58;141;179838
60;1750;245864
48;2260;578565
50;3278;603858
52;819;628472
54;2988;673256
56;1008;692628
58;140;705285
60;1750;739845
48;2891;71967
50;3278;107917
52;970;129058
54;2192;168157
56;2670;191869
58;901;215858
60;1775;291849
48;2891;612847
50;3279;648846
52;946;668837
54;2168;697081
56;3282;740841
58;622;764838
60;1801;819574
48;3294;152871
50;3278;190000
52;3228;224847
54;2117;262554
56;3460;303580
58;598;316848
60;1801;371674
48;1756;710853
50;2455;715965
52;2625;751249
54;2065;783842
56;3410;840628
58;598;842087
60;2930;924530
48;1706;256857
50;2430;268853
52;3705;312895
54;2783;360840
56;3384;384839
58;799;408838
60;2805;468839
48;2236;792837
50;2198;808852
52;3678;852846
54;3733;892856
56;2337;924842
58;901;948838
60;2830;849
48;1631;324850
50;2147;356844
52;3803;392839
54;3680;428839
56;1902;464839
58;2845;504847
60;2202;536841
48;1455;864848
50;2043;888849
52;3126;923876
54;3578;965159
56;1801;998538
58;2845;25636
60;2278;80871
48;1353;407851
50;1787;439839
52;3051;467856
54;3500;518801
56;1698;539857
58;3375;575903
60;2352;627345
48;1278;955839
50;2378;986562
52;2976;19852
54;1885;57290
56;1775;68468
58;3577;120563
60;2503;187567
48;1202;523672
50;2327;532865
52;2876;589571
54;1783;590932
56;1672;619849
58;2919;656567
60;2554;723564
48;1151;58560
50;2198;83838
52;2851;104472
54;1218;120864
56;1571;166743
58;3299;192568
60;2780;275841
48;1076;594561
50;2095;623839
52;1722;635879
54;1629;673658
56;1314;708425
58;3475;727842
60;2553;803909
48;1076;129564
50;1993;151853
52;1648;175854
54;1577;205367
56;1213;240895
58;3348;263558
60;2780;351844
48;1000;665559
50;1889;691854
52;1171;721700
54;1500;748490
56;1111;780041
58;3374;819842
60;2705;883856
48;975;215838
50;1813;239840
52;1497;268581
54;3913;311844
56;1008;327859
58;3753;371839
60;2703;431840
48;925;747851
50;1683;804601
52;970;804851
54;4065;851872
56;906;872721
58;3349;906731
60;1072;960071
48;1278;289056
50;1529;318043
52;870;331844
54;4297;377053
56;829;400840
58;3324;443090
60;2705;521586
48;849;839850
50;1452;875561
52;770;895840
54;2654;923940
56;727;943772
58;3323;971857
60;896;995854
48;1176;320847
50;1401;344573
52;694;364897
54;2577;411643
56;676;428858
58;3273;453901
60;846;496148
48;1151;820115
50;1323;836457
52;618;859856
54;4118;906790
56;600;920851
58;3954;961516
60;670;992862
48;1127;307212
50;1169;324838
52;544;348575
54;4013;388846
56;548;412848
58;2314;458759
60;645;471923
48;1127;817560
50;1143;831885
52;518;843853
54;3885;884563
56;497;907871
58;3578;951583
60;645;971844
48;1253;303876
50;1118;319848
52;493;353566
54;3834;387888
56;471;407853
58;3576;439840
60;670;470994
48;1176;791851
50;1066;822563
52;443;833132
54;3782;867910
56;421;889561
58;3576;956584
60;1072;956842
48;1151;292699
50;1015;315885
52;418;325443
54;1012;358564
56;370;367854
58;3576;411846
60;1072;451911
48;950;775854
50;938;807840
52;946;826565
54;936;855884
56;311;865391
58;3576;907864
60;1072;979122
48;925;275881
50;501;295566
52;920;311841
54;910;362563
56;261;362801
58;3575;387853
60;1121;447146
48;823;770068
50;1633;792555
52;284;818822
54;858;833084
56;210;855861
58;3600;903856
60;2303;945364
48;798;273448
50;287;289236
52;3579;336848
54;781;344837
56;2081;370499
58;3095;408906
60;871;480852
48;798;807891
50;287;824382
52;3577;872671
54;337;888282
56;2107;914175
58;3095;960236
60;745;971284
48;311;297330
50;3279;329712
52;3426;376022
54;211;391857
56;3257;416690
58;3323;457792
60;771;512580
48;285;828614
50;3279;865637
52;3051;916708
54;186;927971
56;3306;955912
58;3323;999938
60;820;55847
48;185;372841
50;3278;411763
52;3026;446741
54;2065;473118
56;3512;509698
58;3324;546181
60;770;606577
48;159;924560
50;3278;951855
52;2324;991322
54;1988;12851
56;3307;44839
58;3349;86796
60;335;142531
48;4582;483958
50;3278;519635
52;2275;546442
54;1962;581577
56;3256;612850
58;5293;668835
60;284;732853
48;1933;56850
50;3278;90742
52;2374;122671
54;3143;160843
56;2259;196837
58;4107;236850
60;184;272848
48;1882;603848
50;3151;654796
52;2350;668581
54;3116;704154
56;2260;748838
58;3424;772837
60;184;812851
48;1807;144836
50;2842;189580
52;2300;216844
54;3014;256853
56;2107;268857
58;3399;316852
60;695;362870
48;1757;724577
50;2764;724908
52;2450;748905
54;2963;796855
56;2056;816838
58;3424;848839
60;670;904854
48;1732;224836
50;2687;260575
52;2198;300845
54;2911;329393
56;1979;360852
58;3399;394573
60;670;444851
48;1706;796577
50;2610;810149
52;2174;863611
54;3399;874028
56;1980;914864
58;3449;948856
60;695;3224
48;2488;332581
50;2533;353269
52;2048;380905
54;2936;425645
56;1801;441166
58;3424;480927
60;745;533637
48;2563;863882
50;2430;895882
52;2023;934568
54;2860;987873
56;1698;995851
58;3475;31851
60;1850;91852
48;2362;423892
50;2327;447840
52;2399;487557
54;2757;514773
56;1622;539120
58;3475;587839
60;1650;627853
48;2286;959843
50;2223;14901
52;1597;28778
54;3913;59942
56;1519;86470
58;3551;142038
60;1650;175844
48;2236;504203
50;2121;540789
52;1496;569929
54;3835;607853
56;1801;623863
58;2263;655839
60;2479;727842
48;2161;55848
50;2764;87898
52;1572;115711
54;2527;144566
56;1723;167251
58;2239;199856
60;2429;278565
48;2135;595858
50;2173;614715
52;1497;664169
54;2424;683848
56;1672;703855
58;1860;732154
60;2403;800765
48;1404;137616
50;1813;159860
52;1597;187852
54;3554;219856
56;1315;250748
58;2164;293337
60;2352;340867
48;2261;685577
50;1709;710113
52;945;755828
54;1269;756134
56;1493;791893
58;1785;808465
60;2328;851842
48;1151;166041
50;1607;207899
52;870;208141
54;1141;255177
56;1136;270994
58;3553;307840
60;2303;335853
48;1076;667875
50;1503;689568
52;819;719913
54;2091;731856
56;1493;755854
58;1481;783847
60;2277;839867
48;1000;151854
50;1401;183839
52;1924;207841
54;2476;243840
56;1417;273932
58;1457;291848
60;2252;327842
48;925;643850
50;1323;694562
52;1848;694794
54;2398;727910
56;1366;755850
58;1583;787853
60;2228;811859
48;849;127902
50;1221;163563
52;895;183859
54;2372;227881
56;1545;243851
58;1457;271890
60;1877;319277
48;798;631562
50;1118;645172
52;1071;667914
54;2296;715871
56;1315;731841
58;1204;765566
60;1876;795886
48;774;119859
50;1040;143853
52;618;167564
54;2219;187909
56;1213;215854
58;926;259841
60;1826;301613
48;723;611905
50;938;636565
52;945;667840
54;2758;691839
56;1340;714389
58;901;751845
60;1801;795233
48;1555;105562
50;604;139849
52;1271;159843
54;2116;187850
56;1494;211853
58;211;239563
60;1801;276763
48;1832;615841
50;1607;641565
